ts,balance
1609459200.0,0.0
1609462800.0,0.0
1609466400.0,0.0
1609470000.0,0.0
1609473600.0,0.0
1609477200.0,0.0
1609480800.0,0.0
1609484400.0,0.0
1609488000.0,0.0
1609491600.0,0.0
1609495200.0,0.0
1609498800.0,0.0
1609502400.0,0.0
1609506000.0,0.0
1609509600.0,0.0
1609513200.0,0.0
1609516800.0,0.0
1609520400.0,0.0
1609524000.0,0.0
1609527600.0,0.0
1609531200.0,0.0
1609534800.0,0.0
1609538400.0,0.0
1609542000.0,0.0
1609545600.0,0.0
1609549200.0,0.0
1609552800.0,0.0
1609556400.0,0.0
1609560000.0,0.0
1609563600.0,0.0
1609567200.0,0.0
1609570800.0,0.0
1609574400.0,0.0
1609578000.0,0.0
1609581600.0,0.0
1609585200.0,0.0
1609588800.0,0.0
1609592400.0,0.0
1609596000.0,0.0
1609599600.0,0.0
1609603200.0,0.0
1609606800.0,0.0
1609610400.0,0.0
1609614000.0,0.0
1609617600.0,0.0
1609621200.0,0.0
1609624800.0,0.0
1609628400.0,0.0
1609632000.0,0.0
1609635600.0,0.0
1609639200.0,0.0
1609642800.0,0.0
1609646400.0,0.0
1609650000.0,0.0
1609653600.0,0.0
1609657200.0,0.0
1609660800.0,0.0
1609664400.0,0.0
1609668000.0,0.0
1609671600.0,0.0
1609675200.0,0.0
1609678800.0,0.0
1609682400.0,0.0
1609686000.0,0.0
1609689600.0,0.0
1609693200.0,0.0
1609696800.0,0.0
1609700400.0,0.0
1609704000.0,0.0
1609707600.0,0.0
1609711200.0,0.0
1609714800.0,0.0
1609718400.0,0.0
1609722000.0,0.0
1609725600.0,0.0
1609729200.0,0.0
1609732800.0,0.0
1609736400.0,0.0
1609740000.0,0.0
1609743600.0,0.0
1609747200.0,0.0
1609750800.0,0.0
1609754400.0,0.0
1609758000.0,0.0
1609761600.0,0.0
1609765200.0,0.0
1609768800.0,0.0
1609772400.0,0.0
1609776000.0,0.0
1609779600.0,0.0
1609783200.0,0.0
1609786800.0,0.0
1609790400.0,0.0
1609794000.0,0.0
1609797600.0,0.0
1609801200.0,0.0
1609804800.0,0.013724052962368023
1609808400.0,0.024906037023751968
1609812000.0,0.00974719670622729
1609815600.0,-0.0257949813633599
1609819200.0,-0.03675862821852435
1609822800.0,-0.05007719779791332
1609826400.0,-0.028851702250432775
1609830000.0,-0.038442943809360426
1609833600.0,-0.0510613426675413
1609837200.0,-0.06361486543904772
1609840800.0,-0.055943268189793796
1609844400.0,-0.07045929258320238
1609848000.0,-0.06450691163082144
1609851600.0,-0.06040349914866236
1609855200.0,-0.09039247021392771
1609858800.0,-0.08140713220951612
1609862400.0,-0.09459319682609846
1609866000.0,-0.10346500167882974
1609869600.0,-0.12419291137131708
1609873200.0,-0.11378106846018372
1609876800.0,-0.10558006163348041
1609880400.0,-0.11351218299045575
1609884000.0,-0.09796163999118772
1609887600.0,-0.10519167151054
1609891200.0,-0.10825397824910862
1609894800.0,-0.11155529429410213
1609898400.0,-0.1095087771078392
1609902000.0,-0.10114345138296878
1609905600.0,-0.06227456292562447
1609909200.0,-0.07403083318539772
1609912800.0,-0.06859337146423194
1609916400.0,-0.0839049051570751
1609920000.0,-0.08817719650941964
1609923600.0,-0.10732781718671226
1609927200.0,-0.09216566431038464
1609930800.0,-0.07618191694322153
1609934400.0,-0.07494205616614252
1609938000.0,-0.08771411597822146
1609941600.0,-0.09778238301136906
1609945200.0,-0.08826682499932897
1609948800.0,-0.0873107877736295
1609952400.0,-0.07692882102579925
1609956000.0,-0.06823485750459464
1609959600.0,-0.08087247458180959
1609963200.0,-0.042123090777677716
1609966800.0,-0.04896473217408959
1609970400.0,-0.04537959257771655
1609974000.0,-0.022046309037988723
1609977600.0,-0.009856834410320411
1609981200.0,-0.017923398502159738
1609984800.0,-0.016339961847094978
1609988400.0,-0.00029646215332565506
1609992000.0,0.00031599919438807245
1609995600.0,-0.0025670505643619057
1609999200.0,-0.01043941959473102
1610002800.0,-0.019447082830618273
1610006400.0,-0.009378815797470672
1610010000.0,-0.0011778089707673578
1610013600.0,-0.01471171094707556
1610017200.0,0.01032451390092945
1610020800.0,0.013327068312891877
1610024400.0,0.019616000688196245
1610028000.0,0.027144793840579606
1610031600.0,0.04505555374079323
1610035200.0,0.04786391309128543
1610038800.0,0.06641701050251589
1610042400.0,0.03981228708109766
1610046000.0,0.04511530606739944
1610049600.0,0.046997504355495295
1610053200.0,0.06511739739883066
1610056800.0,0.0639223508667063
1610060400.0,0.05672219551065713
1610064000.0,0.036959113485650785
1610067600.0,0.03383705442047594
1610071200.0,-0.011813723106674029
1610074800.0,0.023096573713008384
1610078400.0,0.032417936663578284
1610082000.0,0.010951913330294744
1610085600.0,0.027861821759854216
1610089200.0,0.03969278242788524
1610092800.0,0.03173078490760678
1610096400.0,0.05351050795557297
1610100000.0,0.0962931738056245
1610103600.0,0.11320308223518397
1610107200.0,0.1132628345617902
1610110800.0,0.11344209154160884
1610114400.0,0.11808783493524225
1610118000.0,0.09830981482858434
1610121600.0,0.1125756828058187
1610125200.0,0.1030900009570817
1610128800.0,0.07103287773284617
1610132400.0,0.08364061864675801
1610136000.0,0.04387544529032045
1610139600.0,0.0742595033695819
1610143200.0,0.09188643971841598
1610146800.0,0.09009386992022947
1610150400.0,0.08077250696965957
1610154000.0,0.0781135284356829
1610157600.0,0.07192916263193944
1610161200.0,0.07939820345771659
1610164800.0,0.07915919415129172
1610168400.0,0.05092621982985407
1610172000.0,0.04121646675634377
1610175600.0,0.06156213396576074
1610179200.0,0.07796414761916737
1610182800.0,0.08265470525775542
1610186400.0,0.08438752272933572
1610190000.0,0.09015362224683568
1610193600.0,0.09995300381025529
1610197200.0,0.10553984634793662
1610200800.0,0.09804092935885636
1610204400.0,0.09045238387986676
1610208000.0,0.07479727430903785
1610211600.0,0.08722575824313103
1610215200.0,0.0943960374358771
1610218800.0,0.09496368453863616
1610222400.0,0.09493380837533305
1610226000.0,0.09899696658455584
1610229600.0,0.08495516983209478
1610233200.0,0.07966708892744456
1610236800.0,0.09314123857714654
1610240400.0,0.11040966096634333
1610244000.0,0.10595811263418015
1610247600.0,0.08668798730367508
1610251200.0,0.08650873032385642
1610254800.0,0.0891677088578331
1610258400.0,0.10297049630386929
1610262000.0,0.10622699810390812
1610265600.0,0.10046089858640816
1610269200.0,0.09896709042125273
1610272800.0,0.08830130012204296
1610276400.0,0.048984269215152004
1610280000.0,0.059142164738208935
1610283600.0,0.06822451838235397
1610287200.0,0.056453310040929155
1610290800.0,0.0645198741327685
1610294400.0,0.050478077380307435
1610298000.0,0.028817858985553696
1610301600.0,0.014387672110152239
1610305200.0,-0.005599481139627424
1610308800.0,0.005006556832976128
1610312400.0,-0.004333055824447938
1610316000.0,-0.014439945442396927
1610319600.0,-0.00621156148642275
1610323200.0,0.01717715689647491
1610326800.0,0.01799734950944983
1610330400.0,0.041809393111947445
1610334000.0,0.06660037628476997
1610337600.0,0.0622877506100954
1610341200.0,0.08078177114136854
1610344800.0,0.1370840253481629
1610348400.0,0.09586273208961704
1610352000.0,0.06681203889456995
1610355600.0,0.0572872214535709
1610359200.0,0.06845242412051979
1610362800.0,0.10070451428879156
1610366400.0,0.09782061123026685
1610370000.0,0.13777192883001285
1610373600.0,0.12509863006823913
1610377200.0,0.17142628378820948
1610380800.0,0.16454724896971018
1610384400.0,0.13591988099426303
1610388000.0,0.1434339036421623
1610391600.0,0.15166228759813646
1610395200.0,0.11967477569211465
1610398800.0,0.10599607953379103
1610402400.0,0.09472504556194215
1610406000.0,0.06652100280609498
1610409600.0,0.07972345809236865
1610413200.0,0.09694750296484193
1610416800.0,0.09448692512591718
1610420400.0,0.07784495243039384
1610424000.0,0.0702515563038196
1610427600.0,0.054218113611471205
1610431200.0,0.0512812949004965
1610434800.0,0.040221923538447606
1610438400.0,0.05694326971264593
1610442000.0,0.0532656318673713
1610445600.0,0.07599290459464403
1610449200.0,0.06749994237641987
1610452800.0,0.07813598851886881
1610456400.0,0.12562778659273907
1610460000.0,0.12083892004601454
1610463600.0,0.1102028739035656
1610467200.0,0.07895618113184373
1610470800.0,0.07874451852204375
1610474400.0,0.07755391634191887
1610478000.0,0.08752851682874288
1610481600.0,0.09771477992536685
1610485200.0,0.08559709551431807
1610488800.0,0.11173742782461546
1610492400.0,0.10403820039314123
1610496000.0,0.14470387930096215
1610499600.0,0.1293583400904637
1610503200.0,0.13181891792938843
1610506800.0,0.1102293317297906
1610510400.0,0.12697713573021394
1610514000.0,0.12380219658321424
1610517600.0,0.11070557260184055
1610521200.0,0.07845348243356878
1610524800.0,0.0912326125002425
1610528400.0,0.09623314165676701
1610532000.0,0.08054365070534357
1610535600.0,0.09456629860459217
1610539200.0,0.09816456297119182
1610542800.0,0.08956576944806767
1610546400.0,0.09850851471211677
1610550000.0,0.08734331204516789
1610553600.0,0.08445940898664318
1610557200.0,0.0832952646327433
1610560800.0,0.05940384755157069
1610564400.0,0.051625246641421464
1610568000.0,0.04572515139324706
1610571600.0,0.017150699070249915
1610575200.0,0.01908212038467472
1610578800.0,0.014795952536225149
1610582400.0,0.004001159436426228
1610586000.0,-0.0045641510560791255
1610589600.0,-0.004802076347537608
1610593200.0,-0.015032863880252333
1610596800.0,-0.003057290876842072
1610600400.0,-0.003083727020337459
1610604000.0,0.005402275041681733
1610607600.0,0.015130775847984109
1610611200.0,0.01946630338122756
1610614800.0,0.009103335131035898
1610618400.0,0.02374895862748024
1610622000.0,0.01991571782064914
1610625600.0,0.017219231184119676
1610629200.0,0.03635899907477978
1610632800.0,0.05195632373705805
1610636400.0,0.05066095270578409
1610640000.0,0.043153087953094214
1610643600.0,0.045902446876614454
1610647200.0,0.04328526867057115
1610650800.0,0.058750412615372484
1610654400.0,0.04423696983640508
1610658000.0,0.029115495757043777
1610661600.0,0.03397974616019497
1610665200.0,0.03871181584586922
1610668800.0,0.047197817907888406
1610672400.0,0.040139367594620105
1610676000.0,0.0427829819441588
1610679600.0,0.027529327147320565
1610683200.0,0.020655929838519972
1610686800.0,0.003340255849041556
1610690400.0,0.009817111005411345
1610694000.0,0.021422577999886193
1610697600.0,0.016346838448771907
1610701200.0,0.026921295846926666
1610704800.0,0.020470876834052264
1610708400.0,0.011535460332611493
1610712000.0,0.0025207354006845624
